STATE:5:cr300f:9dJh|Ts4d:100|-100:DeepStack|qin.youwei.2 # 1478520724.37978
STATE:10:r300f:6sJd|9d2d:-100|100:qin.youwei.1|DeepStack # 1478520738.74822
STATE:6:r300r1000c/cr2000r3400r6800r10500r20000c//:JcAh|5c5s/JdJs5d/Jh/Tc:20000|-20000:qin.youwei.2|DeepStack # 1478520749.91864
STATE:11:r300r900r1800r3600c/cr9000f:JcKd|AsQd/3h2s2d:-3600|3600:DeepStack|qin.youwei.1 # 1478520752.6752
STATE:7:r200f:2d8h|7d8d:-100|100:DeepStack|qin.youwei.2 # 1478520846.41433
STATE:12:r300c/cc/cc/cc:9dTh|AcKs/2d6s8s/3h/5c:-300|300:qin.youwei.1|DeepStack # 1478520848.15257
STATE:8:f:5cJs|4s2h:50|-50:qin.youwei.2|DeepStack # 1478520866.94332
STATE:9:cr300f:8c8s|2h5c:100|-100:DeepStack|qin.youwei.2 # 1478520876.95769
STATE:10:cc/cc/cc/cc:Jd6h|Th3s/9h7d4s/7s/9d:100|-100:qin.youwei.2|DeepStack # 1478520906.20162
STATE:13:r200r600c/r1200f:7dKd|Jd9d/3d7cTc:600|-600:DeepStack|qin.youwei.1 # 1478520915.23435
STATE:14:cr300c/cc/r600f:JsKh|8c5c/Jh5sAh/Ks:300|-300:qin.youwei.1|DeepStack # 1478520986.29619
STATE:11:cc/cc/r200c/r400r2000c:Td7c|Th5c/Jc3d9h/8c/Qh:0|0:DeepStack|qin.youwei.2 # 1478520991.38611
STATE:15:cr300c/r600c/cr1200f:AsTs|2c8h/6d2s9h/5d:-600|600:DeepStack|qin.youwei.1 # 1478521030.25069
STATE:12:f:5sKs|Ah4d:50|-50:qin.youwei.2|DeepStack # 1478521051.95477
STATE:16:r300c/r600f:8d7d|6sAh/4h7hJd:300|-300:qin.youwei.1|DeepStack # 1478521100.11039
STATE:0:f:7s3d|3s9c:50|-50:qin.youwei.2|DeepStack # 1478521133.1111
STATE:1:cr300f:AsTs|5d2s:100|-100:DeepStack|qin.youwei.2 # 1478521145.91042
STATE:17:cc/cr300c/cr600f:7hQd|Jd2s/9cAsAh/3s:-300|300:DeepStack|qin.youwei.1 # 1478521153.64574
STATE:2:r300c/r750f:Qd5d|AsKh/3h5s4c:300|-300:qin.youwei.2|DeepStack # 1478521170.46155
STATE:3:r300r900r2000c/cr5000c/cr10000r20000c/:Td9d|AcAh/KhJhQs/Ks/5h:20000|-20000:DeepStack|qin.youwei.2 # 1478521199.96089
STATE:18:f:5s9d|8c3s:50|-50:qin.youwei.1|DeepStack # 1478521202.85376
STATE:19:cr300c/r600c/cc/cc:4h6d|8s2s/Jh6s3s/5d/8h:-600|600:DeepStack|qin.youwei.1 # 1478521211.15887
STATE:20:r300r500c/r600c/cc/r1200c:Ac3c|5c2c/4dKhQs/5h/Ad:1200|-1200:qin.youwei.1|DeepStack # 1478521277.97679
STATE:4:cc/r200f:3s6c|9d4s/As2c5c:100|-100:qin.youwei.2|DeepStack # 1478521289.32405
STATE:5:r400f:4h2s|5d5h:-100|100:DeepStack|qin.youwei.2 # 1478521314.02499
STATE:21:r200c/cc/cc/cc:3hAd|5dKd/6hTc7c/Qh/9h:200|-200:DeepStack|qin.youwei.1 # 1478521343.60919
STATE:6:r300r600c/r1500f:9h6c|3dAh/4cTc9c:600|-600:qin.youwei.2|DeepStack # 1478521345.90276
STATE:7:cc/cr200f:Qd3h|3d9c/7s9d4h:-100|100:DeepStack|qin.youwei.2 # 1478521383.78483
STATE:22:cr500c/r600c/cc/cc:4h4d|7dAd/9d2cJs/Th/6s:600|-600:qin.youwei.1|DeepStack # 1478521410.90155
STATE:8:r300r750c/r950r1900f:5c9d|6sJs/6d2d6h:-950|950:qin.youwei.2|DeepStack # 1478521429.77582
STATE:23:r200c/cr600f:Jc6s|9dQh/7dQc9s:-200|200:DeepStack|qin.youwei.1 # 1478521470.09689
STATE:0:cc/cc/cr300f:2s8c|8h5c/AdJh7d/9d:-100|100:qin.youwei.2|DeepStack # 1478521506.38695
STATE:24:r300c/cr600f:5s7d|6dJh/Kc6cKd:-300|300:qin.youwei.1|DeepStack # 1478521520.91161
STATE:1:r200c/cc/r400c/r1200f:TsAc|4hJd/TdKc9c/3h/2h:400|-400:DeepStack|qin.youwei.2 # 1478521563.72562
STATE:25:r200c/cr500f:6h7s|Th5h/KsJs3s:-200|200:DeepStack|qin.youwei.1 # 1478521579.51774
STATE:26:cc/cr200c/cc/cr600f:6c5h|Ad5s/4h9hAc/Js/Qc:-200|200:qin.youwei.1|DeepStack # 1478521606.92368
STATE:2:r300c/cr600f:7sQc|7c5d/4hKd2c:-300|300:qin.youwei.2|DeepStack # 1478521636.20566
STATE:3:r400f:2c6c|3h5c:-100|100:DeepStack|qin.youwei.2 # 1478521674.1137
STATE:27:cc/cc/r200r400c/cc:2cQs|7hQh/5c2h8s/7c/Ac:-400|400:DeepStack|qin.youwei.1 # 1478521694.82462
STATE:4:cr400f:KcAd|7c3d:100|-100:qin.youwei.2|DeepStack # 1478521713.60956
STATE:5:r500c/cr1250c/cr3125r9375f:5hAd|Qc5d/4c4d2h/8d:3125|-3125:DeepStack|qin.youwei.2 # 1478521742.35376
STATE:28:cr500c/r1250c/r3125c/r7812f:2h3h|2dQd/Kc2s6h/4d/5d:3125|-3125:qin.youwei.1|DeepStack # 1478521793.42162
STATE:6:f:7h3c|7d3h:50|-50:qin.youwei.2|DeepStack # 1478521810.0288
STATE:7:r500r1500r2500c/cr7500c/cr20000f:9s8s|QsAs/7h4s5s/Qc:-7500|7500:DeepStack|qin.youwei.2 # 1478521824.00574
STATE:29:r500f:9sAh|5c7s:-100|100:DeepStack|qin.youwei.1 # 1478521857.39434
STATE:0:cr225c/r550r1100f:5dJd|6h4h/7hKs8h:-550|550:takeda.tsuneaki.1|DeepStack # 1478521896.81613
STATE:8:r200c/cr400r800f:2sAd|7c9s/Ac3s3c:400|-400:qin.youwei.2|DeepStack # 1478521901.06768
STATE:9:r200c/cc/cr600f:8d6c|4cAd/ThQh7h/Td:-200|200:DeepStack|qin.youwei.2 # 1478521937.56105
STATE:0:r300r500c/r1100f:Jd2d|Kc2c/5s9s3d:500|-500:qin.youwei.1|DeepStack # 1478521938.02992
STATE:1:cc/cr225f:7dJh|4s9c/2d5dQh:-100|100:DeepStack|takeda.tsuneaki.1 # 1478521970.39738
STATE:1:r500r1500f:KdAd|Jc4d:500|-500:DeepStack|qin.youwei.1 # 1478521971.50003
STATE:10:r200c/cr600f:Jc4d|Qd9c/8h2cTh:-200|200:qin.youwei.2|DeepStack # 1478521984.95867
STATE:2:r300f:2cJd|4hAh:-100|100:qin.youwei.1|DeepStack # 1478522000.07736
STATE:2:cr225c/r500c/cc/r950c:7cJc|8c9h/5s9dJd/Qd/Js:950|-950:takeda.tsuneaki.1|DeepStack # 1478522002.29382
STATE:11:r200c/cc/r600r1000c/cr3000c:8h3h|7h9c/4d4s4h/3c/6s:3000|-3000:DeepStack|qin.youwei.2 # 1478522019.71717
STATE:3:r200c/cr400f:7c8d|2h9d/9h9sKc:-200|200:DeepStack|qin.youwei.1 # 1478522021.26135
STATE:4:r300r500c/r800r1600c/cr4800f:Ac2s|9cJd/3d5c7s/3s:-1600|1600:qin.youwei.1|DeepStack # 1478522060.74576
STATE:3:cr300f:5h7h|6h9s:100|-100:DeepStack|takeda.tsuneaki.1 # 1478522074.27401
STATE:12:r300r700f:AhTc|Qs6d:300|-300:qin.youwei.2|DeepStack # 1478522087.13394
STATE:4:cr275f:7c2d|5d9s:100|-100:takeda.tsuneaki.1|DeepStack # 1478522093.74554
STATE:5:cc/cc/r300c/r900f:7d4c|2h9d/4d7hTc/8c/2c:300|-300:DeepStack|takeda.tsuneaki.1 # 1478522113.176
STATE:13:cr300c/cc/cc/cc:AdJd|4c2c/8sKh6h/3h/Kc:300|-300:DeepStack|qin.youwei.2 # 1478522119.01722
STATE:6:r300f:4sJs|Ac9d:-100|100:takeda.tsuneaki.1|DeepStack # 1478522182.66504
STATE:7:r225c/cr550f:Qd2c|QsTs/4h4d5s:-225|225:DeepStack|takeda.tsuneaki.1 # 1478522197.94457
STATE:0:r300r500c/r1250f:8sJd|5cAd/7h6sJs:500|-500:qin.youwei.2|DeepStack # 1478522214.80206
STATE:0:cr200c/r500f:Jd8h|4d9h/QdTs3c:200|-200:qin.youwei.1|DeepStack # 1478522216.1251
STATE:8:r200c/r425f:6sTs|4dAd/Tc2s8s:200|-200:takeda.tsuneaki.1|DeepStack # 1478522233.88464
STATE:1:cc/cc/cr300f:Td5s|As5c/8c8h3h/Ks:-100|100:DeepStack|qin.youwei.2 # 1478522264.24835
STATE:1:r300c/cr750c/cr1875c/cc:TdKh|AhTh/KcAdJc/3h/2c:-1875|1875:DeepStack|qin.youwei.1 # 1478522265.02531
STATE:9:r200f:Tc3d|5dJc:-100|100:DeepStack|takeda.tsuneaki.1 # 1478522266.13719
STATE:10:cr200c/r300c/cc/cr600c:7hAc|8cQc/JcTdQd/As/9d:-600|600:takeda.tsuneaki.1|DeepStack # 1478522279.86177
STATE:2:r300c/cc/cc/cc:4c5s|QdKh/6c6h2h/Ah/Qs:-300|300:qin.youwei.2|DeepStack # 1478522307.62974
STATE:11:r200c/cr425c/cr875c/cc:7h4d|8d3d/4h7s3s/6d/8h:-875|875:DeepStack|takeda.tsuneaki.1 # 1478522330.13763
STATE:2:r300r500r1000c/cr2000r3700f:As3c|Js5h/Kc6cQc:2000|-2000:qin.youwei.1|DeepStack # 1478522330.5121
STATE:3:cc/cc/cc/cc:Kh4c|3h2c/8d6c9d/Th/7h:0|0:DeepStack|qin.youwei.2 # 1478522368.77079
STATE:3:cc/cc/cc/r200c:6c2d|9s7c/9dTdAc/Th/5c:-200|200:DeepStack|qin.youwei.1 # 1478522375.6986
STATE:12:r300c/cc/r625c/cc:Ts9c|AhTh/7s9d4s/2h/5c:625|-625:takeda.tsuneaki.1|DeepStack # 1478522401.97996
STATE:4:r300f:3cTc|JcAd:-100|100:qin.youwei.2|DeepStack # 1478522423.30469
STATE:4:f:3hKs|2c4h:50|-50:qin.youwei.1|DeepStack # 1478522434.29994
STATE:5:r200f:Jh5c|Th4s:-100|100:DeepStack|qin.youwei.1 # 1478522447.78791
STATE:5:r200r600c/r1200c/cr3000c/cr9000f:AdAc|Ts8c/7hKc6d/9c/6c:-3000|3000:DeepStack|qin.youwei.2 # 1478522448.63872
STATE:0:cr500f:JhQh|4c9h:100|-100:qin.youwei.1|DeepStack # 1478522498.5903
STATE:1:cr200c/r400r600r1200f:5h4s|Jc9d/8s6d6c:600|-600:DeepStack|qin.youwei.1 # 1478522520.58692
STATE:6:r200r300c/cr600f:Ac3c|Kc6s/TsKd2d:-300|300:qin.youwei.2|DeepStack # 1478522526.90637
STATE:2:r200r300r600c/cr1200f:8d5d|6dQc/TcAcKc:-600|600:qin.youwei.1|DeepStack # 1478522576.24055
STATE:7:r200c/cc/cc/cc:6cTc|2s9s/QdJd4c/5h/4h:200|-200:DeepStack|qin.youwei.2 # 1478522576.83947
STATE:3:cr300f:4d2d|7c4s:100|-100:DeepStack|qin.youwei.1 # 1478522625.99588
STATE:8:cc/cr200f:Jc5d|6s7h/Th6h4d:-100|100:qin.youwei.2|DeepStack # 1478522656.08604
STATE:4:f:JsAc|Jh8d:50|-50:qin.youwei.1|DeepStack # 1478522681.0357
STATE:9:r200c/cr400f:7dKs|Td3d/2h8dAh:-200|200:DeepStack|qin.youwei.2 # 1478522694.80403
STATE:0:f:3s8c|3h9c:50|-50:qin.youwei.1|DeepStack # 1478522731.96327
STATE:1:r200c/cr300c/cc/r600c:As9c|5c9d/8s9sJd/Ts/4s:600|-600:DeepStack|qin.youwei.1 # 1478522741.88089
STATE:10:cc/r200c/cc/cr600c:5s7d|JdTd/KcTh5h/6d/8d:-600|600:qin.youwei.2|DeepStack # 1478522748.93931
STATE:2:cc/cr200r400f:Ts6c|8dAh/Jc9s3d:200|-200:qin.youwei.1|DeepStack # 1478522818.51575
STATE:11:r300c/cr500c/cr1000c/cr2500f:3sAc|2dAd/2c4d6h/6c/Qd:-1000|1000:DeepStack|qin.youwei.2 # 1478522859.99182
STATE:3:cc/cr250c/r500f:QcJh|4sKh/AsJs3h/5c:250|-250:DeepStack|qin.youwei.1 # 1478522940.22261
STATE:12:r300c/cr600f:Kh5h|Th6d/Jc2dJd:-300|300:qin.youwei.2|DeepStack # 1478523007.38716
STATE:13:cc/cr200r400c/r800c/cr1700r5100f:4dJd|4c7h/8cJc7d/6d/3d:1700|-1700:DeepStack|takeda.tsuneaki.1 # 1478523013.75065
STATE:4:f:5cTs|7s3h:50|-50:qin.youwei.1|DeepStack # 1478523026.24985
STATE:5:cr300c/cr600f:4c6h|Ks4h/Ah8d9d:-300|300:DeepStack|qin.youwei.1 # 1478523050.17517
STATE:13:r200c/cr400f:Jh5s|Ah6d/6c4cKh:-200|200:DeepStack|qin.youwei.2 # 1478523093.43941
STATE:6:cc/cc/r250c/r625r20000c:8h3d|AdTh/8d9sQs/3c/5h:20000|-20000:qin.youwei.1|DeepStack # 1478523134.54258
STATE:14:r300c/cr900f:8d7d|Ts9c/Js3sJd:-300|300:qin.youwei.2|DeepStack # 1478523136.57287
STATE:14:r300c/cr900f:Qh6d|QcQs/9h4hJs:-300|300:takeda.tsuneaki.1|DeepStack # 1478523165.12424
STATE:15:r200c/cc/cr500f:2hQd|QcTs/3h5s3s/4s:-200|200:DeepStack|qin.youwei.2 # 1478523191.96718
STATE:7:f:2d9s|2c7h:50|-50:DeepStack|qin.youwei.1 # 1478523225.29677
STATE:15:f:TsKd|7h3s:50|-50:DeepStack|takeda.tsuneaki.1 # 1478523228.3858
STATE:16:r200c/r425r850c/cr2549f:Qh4c|TsTc/4s8c2d/9h:-850|850:takeda.tsuneaki.1|DeepStack # 1478523236.70965
STATE:8:r300c/r900c/r4500c/r20000f:7sTh|6s9s/9d6d8d/3s/3c:4500|-4500:qin.youwei.1|DeepStack # 1478523261.02635
STATE:17:r200c/cr500f:Kd4c|Ad6s/Jh9s2d:-200|200:DeepStack|takeda.tsuneaki.1 # 1478523283.99442
STATE:16:r300f:4c7c|8h5h:-100|100:qin.youwei.2|DeepStack # 1478523288.33465
STATE:18:r300c/cc/r550f:3dKc|Qc4h/7sAd6d/9d:300|-300:takeda.tsuneaki.1|DeepStack # 1478523315.72674
STATE:9:cr300f:KsTs|Th2s:100|-100:DeepStack|qin.youwei.1 # 1478523319.74488
STATE:17:r600c/cr1500c/cc/r3000c:QhTd|JcJh/9s9hQc/9c/4s:3000|-3000:DeepStack|qin.youwei.2 # 1478523320.68542
STATE:19:r200c/cr500c/cr1250r2500f:9d8h|KsQc/5s7d6d/4h:1250|-1250:DeepStack|takeda.tsuneaki.1 # 1478523352.71617
STATE:10:f:3hAd|9d4h:50|-50:qin.youwei.1|DeepStack # 1478523382.9419
STATE:18:cc/cr200f:5sTc|5cTd/Js6d2d:-100|100:qin.youwei.2|DeepStack # 1478523391.57487
STATE:20:r200c/r300r900r1500c/r3750c/r9375f:Js4s|Tc5c/4c2c7s/8d/4h:3750|-3750:takeda.tsuneaki.1|DeepStack # 1478523419.63172
STATE:19:r200c/cr500c/cc/cr1000c:Qd7d|Kc5d/8cQc8d/4h/Js:1000|-1000:DeepStack|qin.youwei.2 # 1478523431.79031
STATE:21:r200f:2hTd|JsJh:-100|100:DeepStack|takeda.tsuneaki.1 # 1478523488.54177
STATE:22:cc/cr300c/cr900c/cc:9cKd|2d5h/Ts4d3d/Tc/3s:900|-900:takeda.tsuneaki.1|DeepStack # 1478523499.58464
STATE:20:r200c/cr600c/cc/cc:9c6s|Qc4h/8hTcJc/6h/3d:600|-600:qin.youwei.2|DeepStack # 1478523527.74837
STATE:0:r300c/cr600f:7dKh|2h4h/AsQdQs:-300|300:qin.youwei.1|DeepStack # 1478523546.09026
STATE:23:cc/cr200c/cr500r1000c/r2000c:4c5s|7d6c/8s7cAs/6d/Ks:2000|-2000:DeepStack|takeda.tsuneaki.1 # 1478523559.37175
STATE:21:cc/cr200c/cc/cr500r1500f:3dKh|5s2s/Kd8c7c/8h/Ks:500|-500:DeepStack|qin.youwei.2 # 1478523623.28959
STATE:24:r300r500c/r950c/r1725c/r3825f:Jd6d|4c8c/Kc8dTd/Tc/2h:1725|-1725:takeda.tsuneaki.1|DeepStack # 1478523633.11363
STATE:1:cc/cr200f:5dTs|5hJs/Kd2hQs:-100|100:DeepStack|qin.youwei.1 # 1478523639.72564
STATE:2:cc/cc/cr200f:9c3d|Td7d/Ad2h5h/Ac:-100|100:qin.youwei.1|DeepStack # 1478523700.92982
STATE:25:r200c/cr500f:9c3c|6cAs/7d4sQh:-200|200:DeepStack|takeda.tsuneaki.1 # 1478523705.1003
STATE:22:r200c/r400r1200f:Th6h|AdJs/9hTc4c:-400|400:qin.youwei.2|DeepStack # 1478523732.26154
STATE:26:cr325r975r1950c/r3900f:JhJc|5dQd/3s8cKs:1950|-1950:takeda.tsuneaki.1|DeepStack # 1478523738.08301
STATE:27:cr300c/cc/cc/cc:8c5c|5d8h/5sTs9c/2c/Ah:0|0:DeepStack|takeda.tsuneaki.1 # 1478523790.93762
STATE:23:cc/cc/r200c/r600f:4sKs|8h4h/Kh3s5c/7h/Ts:200|-200:DeepStack|qin.youwei.2 # 1478523804.46968
STATE:3:r200f:2d7c|TcKc:-100|100:DeepStack|qin.youwei.1 # 1478523805.05871
STATE:4:f:Qd6s|9c2s:50|-50:qin.youwei.1|DeepStack # 1478523826.4244
STATE:5:cr300f:8h8c|2cQd:100|-100:DeepStack|qin.youwei.1 # 1478523840.66292
STATE:28:r200r500c/cc/cc/cc:JcKc|Kd7c/3s6dAc/3h/4c:500|-500:takeda.tsuneaki.1|DeepStack # 1478523849.87507
STATE:6:r200c/cc/cr600f:9h5d|JhKs/Qd2d6c/Td:-200|200:qin.youwei.1|DeepStack # 1478523870.01365
STATE:24:r300c/r600f:TdJh|Qd3d/Jc8d8c:300|-300:qin.youwei.2|DeepStack # 1478523871.11054
STATE:29:r200c/cc/cc/cc:Ah6c|8c7d/TcQh7h/Qs/3d:-200|200:DeepStack|takeda.tsuneaki.1 # 1478523893.72672
STATE:25:cr300c/cr600f:8h7c|3dTd/AcQsAh:-300|300:DeepStack|qin.youwei.2 # 1478523905.69365
STATE:30:r300c/r600f:2sAh|8c5s/AdAs6d:300|-300:takeda.tsuneaki.1|DeepStack # 1478523932.97232
STATE:7:cr300c/r600f:TsQd|7d9s/Ks7sAh:300|-300:DeepStack|qin.youwei.1 # 1478523940.66569
STATE:31:cc/cr200f:3cJh|4s8d/9s5dKc:-100|100:DeepStack|takeda.tsuneaki.1 # 1478523956.26417
STATE:26:r300c/cc/cc/cc:6hQd|8dAc/2c3d5h/Ks/5d:-300|300:qin.youwei.2|DeepStack # 1478523957.92427
STATE:32:r300c/cr600r1025c/r1900f:AcTh|4c5d/2dTs4h/7h:1025|-1025:takeda.tsuneaki.1|DeepStack # 1478523979.315
STATE:8:r200c/r500r1000c/r2500f:3d6c|8d9h/2c9c4c/Ah:1000|-1000:qin.youwei.1|DeepStack # 1478523983.89273
STATE:33:r200c/cc/cc/r600f:Qc2s|8sQs/Kh2h9d/4d/2c:200|-200:DeepStack|takeda.tsuneaki.1 # 1478524037.97347
STATE:27:cr300c/cc/cc/r900f:AdQc|8d6h/3c8hTh/Jh/9s:300|-300:DeepStack|qin.youwei.2 # 1478524039.20262
STATE:9:cc/cc/r200f:5s7h|2d4h/9c5cJh/Js:100|-100:DeepStack|qin.youwei.1 # 1478524059.07919
STATE:34:f:5dJs|3h9s:50|-50:takeda.tsuneaki.1|DeepStack # 1478524088.39506
STATE:35:r200c/cc/cc/cr400f:4dKh|4sJd/8c9s6h/9h/Tc:-200|200:DeepStack|takeda.tsuneaki.1 # 1478524098.1377
STATE:10:f:3d3c|5s2d:50|-50:qin.youwei.1|DeepStack # 1478524116.98408
STATE:11:r200c/cr400c/cr1000c/cr2500f:9h5h|9dAc/Ah2d9c/6d/Ts:-1000|1000:DeepStack|qin.youwei.1 # 1478524133.47364
STATE:28:cr200c/r400f:9cKs|6hQh/7c4dTc:200|-200:qin.youwei.2|DeepStack # 1478524142.92883
STATE:36:r300f:9s2d|8s7s:-100|100:takeda.tsuneaki.1|DeepStack # 1478524143.56641
STATE:37:r200r600c/cr1375c/cr3437f:QsKh|2cAs/ThAc4c/5h:-1375|1375:DeepStack|takeda.tsuneaki.1 # 1478524154.7808
STATE:29:cc/cc/cc/cc:Qd7h|5hJh/Ks5s7s/2d/Kh:100|-100:DeepStack|qin.youwei.2 # 1478524195.75087
STATE:38:r200c/cc/r500c/r20000f:7cAc|JcJh/9dAdAs/3s/3c:500|-500:takeda.tsuneaki.1|DeepStack # 1478524212.34849
STATE:12:r300c/cr600c/r1200c/cc:9h5d|KdQc/7c3d8h/7h/8c:-1200|1200:qin.youwei.1|DeepStack # 1478524225.40626
STATE:30:r200c/cc/cr600c/cr1200f:6hJs|Ks7d/Kd9cTd/3d/6s:-600|600:qin.youwei.2|DeepStack # 1478524252.33009
STATE:39:r250c/cc/cr500c/cc:9sKd|4h4s/Qs9d3h/7d/2c:500|-500:DeepStack|takeda.tsuneaki.1 # 1478524263.19528
STATE:40:r300c/cr600f:Ac2s|AhJd/Qd8d7c:-300|300:takeda.tsuneaki.1|DeepStack # 1478524318.5578
STATE:13:cr300c/r600c/cr1800r5400c/cr16200f:4d4h|3cKc/3h4cAh/9c/5c:-5400|5400:DeepStack|qin.youwei.1 # 1478524332.34582
STATE:41:r250f:6h3s|JsJh:-100|100:DeepStack|takeda.tsuneaki.1 # 1478524344.56622
STATE:42:cc/r200f:QdTs|9c5d/2cQhJh:100|-100:takeda.tsuneaki.1|DeepStack # 1478524361.30612
STATE:43:r200c/cr425f:9hKs|Td9c/7h5c5h:-200|200:DeepStack|takeda.tsuneaki.1 # 1478524383.77257
STATE:31:r400f:Td6h|4d4s:-100|100:DeepStack|qin.youwei.2 # 1478524383.99204
STATE:32:r300c/r600c/r1200f:8dAh|2d2c/TsKcAc/6h:600|-600:qin.youwei.2|DeepStack # 1478524405.08138
STATE:44:f:Kh5s|3s9h:50|-50:takeda.tsuneaki.1|DeepStack # 1478524416.91418
STATE:45:cr300f:4hAh|5h4d:100|-100:DeepStack|takeda.tsuneaki.1 # 1478524423.68985
STATE:14:r300c/cc/cc/cc:5sJd|6d4h/4sKdTh/5d/7h:300|-300:qin.youwei.1|DeepStack # 1478524428.89633
STATE:46:cc/r250f:Ts7d|2cJs/7h4hTh:100|-100:takeda.tsuneaki.1|DeepStack # 1478524442.22909
STATE:47:r250f:6h3d|KhAd:-100|100:DeepStack|takeda.tsuneaki.1 # 1478524465.51616
STATE:33:cc/cc/cc/cc:7d3s|Qc7h/6cTc6h/Ks/Jh:-100|100:DeepStack|qin.youwei.2 # 1478524467.43213
STATE:48:cc/cr200c/cc/cr600c:Ac2c|ThQs/5cKd8d/Kc/Qd:-600|600:takeda.tsuneaki.1|DeepStack # 1478524481.80689
STATE:15:r400r1200c/cr2400c/cr6000f:4s4c|6d6s/6hTcKd/2s:-2400|2400:DeepStack|qin.youwei.1 # 1478524488.17909
STATE:49:r200c/cr425c/cc/r849f:7cAd|6s8c/ThAh2s/8d/Kc:425|-425:DeepStack|takeda.tsuneaki.1 # 1478524533.84949
STATE:34:cc/cc/cc/r250c:8sJh|As7d/Qc2d2c/Js/7s:250|-250:qin.youwei.2|DeepStack # 1478524542.81899
STATE:16:cc/cr200f:2d5c|8c7s/Td3hTs:-100|100:qin.youwei.1|DeepStack # 1478524544.03882
STATE:50:r300f:Th3h|KsTc:-100|100:takeda.tsuneaki.1|DeepStack # 1478524580.00981
STATE:35:cr300r500r1500f:JhJc|Kc6c:500|-500:DeepStack|qin.youwei.2 # 1478524590.08585
STATE:17:r200c/cc/cc/cc:3dAs|QcJh/6sTd8d/2s/Kd:200|-200:DeepStack|qin.youwei.1 # 1478524591.34754
STATE:51:r200c/cr400f:Qd4s|9hKs/Jd6d2c:-200|200:DeepStack|takeda.tsuneaki.1 # 1478524591.88854
STATE:52:cc/cr300c/cc/cr600c:Jc2d|9d4s/7c9s8c/Kh/2s:-600|600:takeda.tsuneaki.1|DeepStack # 1478524618.17862
STATE:36:r300c/r750r1500c/cc/r3750c:6s5h|Qs5c/3h4d5d/Ts/2h:3750|-3750:qin.youwei.2|DeepStack # 1478524633.09286
STATE:18:r300c/cr600c/cr1800f:JhTs|9d6h/4d3s2h/Kd:-600|600:qin.youwei.1|DeepStack # 1478524641.94674
STATE:53:r225c/cr525f:Ts6d|As5d/7h3hAh:-225|225:DeepStack|takeda.tsuneaki.1 # 1478524681.95645
STATE:37:cr300c/cr600c/cr1200f:6cQc|Td3h/8dAs5c/Th:-600|600:DeepStack|qin.youwei.2 # 1478524692.38563
STATE:19:r200c/cc/cc/r400f:2sAc|2cAs/KhTd6s/5d/Js:200|-200:DeepStack|qin.youwei.1 # 1478524713.44395
STATE:54:r200c/cr400f:3h4c|AhJs/7cJd2s:-200|200:takeda.tsuneaki.1|DeepStack # 1478524715.24162
STATE:55:cc/cc/cc/cc:6sQc|3sKd/2cAcJd/Jh/9d:-100|100:DeepStack|takeda.tsuneaki.1 # 1478524744.50413
STATE:20:r200f:2d7d|Ts4s:-100|100:qin.youwei.1|DeepStack # 1478524766.17933
STATE:38:r300f:5hQh|8cAh:-100|100:qin.youwei.2|DeepStack # 1478524768.29483
STATE:56:cr200c/r425c/r875c/r1800c:Kd2d|5dKc/KhTcAh/2s/2c:1800|-1800:takeda.tsuneaki.1|DeepStack # 1478524780.97144
STATE:21:cc/cc/cc/cc:7s2h|5dJc/2cTsKc/Qh/4s:100|-100:DeepStack|qin.youwei.1 # 1478524786.42358
